name,address,city,country,province,latitude,longitude,categories,price_range_min,price_range_max
Tony's Pizza,1605 Galleria Blvd,Charlotte,US,North Carolina,35.135172,-80.736568,Restaurant and Pizza Place,0,25
City View Pizza and Grill,1434 Cecil B Moore Ave,Philadelphia,US,Pennsylvania,39.978839,-75.159661,American Restaurant,0,25
Hawthorne's New York Pizza & Bar,4100 Carmel Rd,Charlotte,US,North Carolina,35.11671417,-80.82542896,Traditional Pizza Place,0,25
Little Joe's Pizza,1300 N Cedar Rd,New Lenox,US,Illinois,41.52983761,-87.96601998,Italian Restaurant,0,25
Famous Pizza & Sub Shoppe,6689 Maddox Blvd,Chincoteague Island,US,Virginia,37.927836,-75.35564,Traditional Pizza Place,0,25
Sourdough Pizza,7440 E Main St,Mesa,US,Arizona,33.4167202,-111.6705751,Traditional Pizza Place,0,25
Veltre's Pizza & Sandwiches,848 Allegheny River Blvd,Oakmont,US,Pennsylvania,40.52513295,-79.84069547,Traditional Pizza Place,0,25
Ypsilanti Pizza Depot,308 Perrin St,Ypsilanti,US,Michigan,42.2453923,-83.6204538,Traditional Pizza Place,0,25
Barnaby's - The Family Inn,960 Skokie Blvd,Northbrook,US,Illinois,42.13493101,-87.79020786,Traditional Pizza Place,25,40
Jake's Pizza,2722 Dundee Rd,Northbrook,US,Illinois,42.138706,-87.846306,Restaurant and Pizza Place,0,25
Angelo's Pizza,3026 W Montrose Ave,Chicago,US,Illinois,41.96125248,-87.70437452,Italian Restaurant,0,25
John's Pizzeria,2104 N Western Ave,Chicago,US,Illinois,41.92064,-87.68759,Restaurant and Pizza Place,0,25
Salerno's,1716 E Kensington Rd,Mount Prospect,US,Illinois,42.08105825,-87.90684268,Italian Restaurant,0,25
Calabria's,13900 County Road 455,Clermont,US,Florida,28.54811878,-81.68140047,Italian Restaurant,25,40
Mike's Pizza Shoppe,1502 W Chester Pike,West Chester,US,Pennsylvania,39.96567428,-75.52685393,Traditional Pizza Place,0,25
Mister P's Pasta and Pizza,1427 Old York Rd,Abington,US,Pennsylvania,40.12312479,-75.11599562,Others,0,25
Roman Delight of Fountainville,1456 Ferry Rd,Doylestown,US,Pennsylvania,40.34052991,-75.15227784,Italian Restaurant,25,40
Franconi's Pizzeria,1200 Welsh Rd,North Wales,US,Pennsylvania,40.22709,-75.25945,Restaurant and Pizza Place,0,25
Oggi's Pizza & Brewing Company,12362 Chapman Ave,Garden Grove,US,California,33.788776,-117.91621,Traditional Pizza Place,25,40
Giuseppe's Pizza & Subs,30441 Euclid Ave,Wickliffe,US,Ohio,41.61929,-81.45672,Restaurant and Pizza Place,0,25
Dalia's Pizza Market,9588 Baseline Rd,Rancho Cucamonga,US,California,34.12153,-117.59586,Italian Restaurant,0,25
Crust Pizza,103 Signal Mountain Rd,Chattanooga,US,Tennessee,35.08433321,-85.3183446,Traditional Pizza Place,25,40
Geno's Sports Bar & Grill,3035 NE Kane Dr,Gresham,US,Oregon,45.51822925,-122.3988054,Others,0,25
Mangino's Pizza & Subs,20510 Frederick Rd,Germantown,US,Maryland,39.19191327,-77.24317862,Traditional Pizza Place,0,25
Polo norte,2050 W 56th St,Hialeah,US,Florida,25.872627,-80.32496,Restaurant and Pizza Place,0,25
Tony's New York Pizza,9203C Louetta,Spring,US,Texas,30.00673944,-95.54891854,Traditional Pizza Place,0,25
Bella Roma Pizzeria Restaurant,4863 E Irlo Bronson Memorial Hwy,Saint Cloud,US,Florida,28.247245,-81.24468317,Traditional Pizza Place,0,25
Palermo Pizza,749 36th St SW,Wyoming,US,Michigan,42.89895603,-85.68416433,Traditional Pizza Place,0,25
Puccini's Pizzeria,85 Ava Way,Saint Augustine,US,Florida,29.91725,-81.29348,Italian Restaurant,0,25
Pazzi di Pizza,105 S York St,Elmhurst,US,Illinois,41.89871,-87.93934,Restaurant and Pizza Place,0,25
Jersey Boyz Pizza,5456 Bethelview Rd,Cumming,US,Georgia,34.172527,-84.18911,Restaurant and Pizza Place,0,25
Hart Road Pizza & Pub,16300 SW Hart Rd,Beaverton,US,Oregon,45.46506766,-122.8451883,Others,0,25
Big Al's Pizza,221 W Parkdale Ave,Manistee,US,Michigan,44.26559,-86.31023,Restaurant and Pizza Place,0,25
PizzaRev,460 N Sepulveda Blvd,El Segundo,US,California,33.92191,-118.396154,Restaurant and Pizza Place,25,40
Sopranos Pizza,5169 N Jupiter Rd,Richardson,US,Texas,32.96285649,-96.68232679,Italian Restaurant,0,25
Nino's Pizzeria,621 Laurel St,San Carlos,US,California,37.50605383,-122.2615255,Traditional Pizza Place,0,25
Mike's Pizza & Subs,6785 Whitneyville Ave SE,Alto,US,Michigan,42.842372,-85.459362,Traditional Pizza Place,0,25
California Pizza,3231 Powelton Ave,Philadelphia,US,Pennsylvania,39.96041,-75.18906,Restaurant and Pizza Place,0,25
Valley Forge Trattoria & Lounge,1130 Valley Forge Rd,Phoenixville,US,Pennsylvania,40.1188802,-75.4905592,Italian Restaurant,25,40
Tower Style Pizza,132 S 20th St,Philadelphia,US,Pennsylvania,39.95098,-75.17377,Italian Restaurant,0,25
PaPPo's Pizza,221 E Walnut St,Springfield,US,Missouri,37.2072091,-93.29156399,Others,25,40
Farrelli's Wood Fire Pizza,3518 6th Ave,Tacoma,US,Washington,47.25517556,-122.4833745,Traditional Pizza Place,25,40
Franco's Pizzeria,901 E Genesee St,Syracuse,US,New York,43.046986,-76.1375895,Traditional Pizza Place,0,25
Village Idiot,2009 Devine St,Columbia,US,South Carolina,33.998814,-81.016823,Others,25,40
Hawthorne's New York Pizza & Bar,1701 E 7th St,Charlotte,US,North Carolina,35.21591371,-80.82177247,Others,25,40
Pizza Amore,845 S Escondido Blvd,Escondido,US,California,33.113381,-117.079271,Restaurant and Pizza Place,0,25
Pizza Village,700 Montauk Hwy,Montauk,US,New York,41.03342,-71.94617,Traditional Pizza Place,0,25
Rocky Rococo Pan Style Pizza - Campus/Downtown,1301 Regent St,Madison,US,Wisconsin,43.06749,-89.40765,Italian Restaurant,0,25
Johnny's Pizza,1111 Lower Fayetteville Rd,Newnan,US,Georgia,33.37516519,-84.7527771,Traditional Pizza Place,0,25
Northside Nathan's Pizza,7531 W Lake Mead Blvd,Las Vegas,US,Nevada,36.19568716,-115.2583285,Traditional Pizza Place,0,25
Jo-Jo's Pizza,4336 Monroe St,Toledo,US,Ohio,41.684531,-83.612192,Restaurant and Pizza Place,25,40
Lakeland Stadium Pizza and Italian Grill,1035 E County Road 540A,Lakeland,US,Florida,27.95274861,-81.94742665,Traditional Pizza Place,0,25
Mio's,402 N Broadway St,Lebanon,US,Ohio,39.43948825,-84.20748128,Italian Restaurant,0,25
Celestino's New York Pizza,101 Salem St,Chico,US,California,39.72965,-121.84286,Restaurant and Pizza Place,25,40
Stella Barra Pizzeria,6372 W Sunset Blvd,Los Angeles,US,California,34.0977173,-118.3286819,Others,25,40
Stellar Pizza,5513 Airport Way S,Seattle,US,Washington,47.553103,-122.3209137,Others,25,40
D'Carlitos Pizza,215 Western Ave,Albany,US,New York,42.662027,-73.776767,Italian Restaurant,0,25
Pizza Lucé,2200 E Franklin Ave,Minneapolis,US,Minnesota,44.96298599,-93.240448,Traditional Pizza Place,25,40
800 Degrees Neapolitan Pizzeria,10889 Lindbrook Dr,Los Angeles,US,California,34.05965559,-118.4444241,Restaurant and Pizza Place,25,40
John & Tony's,1097 1st Ave,New York,US,New York,40.765915,-73.95739,Restaurant and Pizza Place,0,25
2 Bros. Pizza,542 9th Ave,New York,US,New York,40.757042,-73.9936,Restaurant and Pizza Place,0,25
Pizza Pino,1534 California St,San Francisco,US,California,37.79076,-122.419738,Restaurant and Pizza Place,0,25
Joe's Pizza Italian Grill,910 Tripp Rd,Mesquite,US,Texas,32.79769,-96.6104,Italian Restaurant,25,40
Grande Pizza Company,6006 SW 18th St,Boca Raton,US,Florida,26.33146074,-80.13732433,Traditional Pizza Place,0,25
Carmine's Pizzeria,2006 San Jacinto St,Dallas,US,Texas,32.786255,-96.79813,Italian Restaurant,0,25
Mojo Pizza n' Pub,657 E Lake Dr,Decatur,US,Georgia,33.75941048,-84.30353696,American Restaurant,25,40
Mario's NY Style Pizzeria,3350 E 51st St,Tulsa,US,Oklahoma,36.088642,-95.93723,Restaurant and Pizza Place,0,25
Lanesplitter Pizza & Pub,4799 Telegraph Ave,Oakland,US,California,37.83502338,-122.2630597,Clubs,0,25
Magoo's Pizza,722 N Wendy Dr,Newbury Park,US,California,34.18754161,-118.9417219,Traditional Pizza Place,0,25
Durbins Of Frankfort,14 Elwood St,Frankfort,US,Illinois,41.49908154,-87.84995645,American Restaurant,25,40
Me-n-Ed's Pizzeria,4930 Dublin Blvd,Dublin,US,California,37.703783,-121.884947,Traditional Pizza Place,0,25
Amar pizza,11608 Conant St,Hamtramck,US,Michigan,42.40496287,-83.05426419,Traditional Pizza Place,0,25
Ancora Pizzeria,4508 Freret St,New Orleans,US,Louisiana,29.935144,-90.1043,Italian Restaurant,25,40
Passport Pizza - Midtown,4200 Woodward Ave,Detroit,US,Michigan,42.35168,-83.06074,Traditional Pizza Place,0,25
Angelo's Cucina e Pizzeria,300 S Public Rd,Lafayette,US,Colorado,39.99624,-105.09044,Italian Restaurant,25,40
Piggie Pies Pizza & Pasta,5315 Greenville Ave,Dallas,US,Texas,32.85168157,-96.77007914,Traditional Pizza Place,0,25
Mazzio's Pizza,900 SW 104th St,Oklahoma City,US,Oklahoma,35.36287727,-97.530497,Traditional Pizza Place,0,25
Two Boots Hell's Kitchen,625 9th Ave,New York,US,New York,40.75984,-73.9916,Restaurant and Pizza Place,0,25
Cafe Milano Italian Restaurant and Pizzeria,105 N Fort Harrison Ave,Clearwater,US,Florida,27.96724,-82.79973,Italian Restaurant,0,25
Capone's Flicker Lite Pizza & Raw Bar,1014 N Ocean Dr,Hollywood,US,Florida,26.01804689,-80.11738726,American Restaurant,25,40
Mama's Pizza,5950 N Point Pkwy,Alpharetta,US,Georgia,34.0495304,-84.28324699,Traditional Pizza Place,25,40
Michael Angelo's Pizza,2911 23rd Ave,Astoria,US,New York,40.77499,-73.91327,Italian Restaurant,0,25
Bellacino's Pizza & Grinders,166 W Maple Rd,Troy,US,Michigan,42.54842,-83.14925,Restaurant and Pizza Place,0,25
Pinks Pizza,4701 Calhoun Rd,Houston,US,Texas,29.722603,-95.337208,Restaurant and Pizza Place,0,25
Fox & Hound,6051 SW Loop 820,Fort Worth,US,Texas,32.68152044,-97.41557985,Others,25,40
JT's Pizza & Pub,2390 W Dublin Granville Rd,Columbus,US,Ohio,40.09033025,-83.0534091,Traditional Pizza Place,0,25
Ryan's Village Pizza and Pub,405 Delannoy Ave,Cocoa,US,Florida,28.35505825,-80.7242542,Italian Restaurant,0,25
Danny's Pizza on Douglas,231 Douglas Ave,Elgin,US,Illinois,42.0415486,-88.2834486,Traditional Pizza Place,0,25
Pequod's Pizzeria,8520 Fernald Ave,Morton Grove,US,Illinois,42.03621622,-87.782626,Traditional Pizza Place,25,40
Brother's Pizza,9719 Mills Rd,Houston,US,Texas,29.9588,-95.5647,Restaurant and Pizza Place,0,25
Luca Pizza di Roma,250 S State Road 135,Greenwood,US,Indiana,39.61250937,-86.15865039,Italian Restaurant,0,25
Hungry Howie's Pizza And Subs,9990 US Highway 301 S,Riverview,US,Florida,27.854433,-82.32657,Traditional Pizza Place,0,25
The Pizza Coop and Ale House,13317 NE 175th St,Woodinville,US,Washington,47.75379,-122.16069,Restaurant and Pizza Place,0,25
Due Fratelli,10116 Queens Blvd,Forest Hills,US,New York,40.725945,-73.85218,Italian Restaurant,0,25
Cottage Inn,615 E Grand River Ave,East Lansing,US,Michigan,42.73323545,-84.47601542,Traditional Pizza Place,0,25
The Volcano,3690 Lincoln Way W,South Bend,US,Indiana,41.693293,-86.300641,Italian Restaurant,25,40
Falco's,2806 W 40th Pl,Chicago,US,Illinois,41.820146,-87.69470172,Others,0,25
Martinho's Bakery & Deli & Pizza,106 W Clay St,Mebane,US,North Carolina,36.09714455,-79.26787878,Others,0,25
Joto's Pizza Pub,8080 49th St N,Pinellas Park,US,Florida,27.845533,-82.700424,Traditional Pizza Place,0,25
Deek's Pizza,512 N Washingon St,Grand Forks,US,North Dakota,47.92461,-97.044785,Restaurant and Pizza Place,0,25
Luigi's Pizza Restaurant Of Dacula,2300 Liam Ave,Dacula,US,Georgia,34.004447,-83.914164,Restaurant and Pizza Place,0,25
Donato's Pizza,7460 N Shadeland Ave,Indianapolis,US,Indiana,39.890238,-86.04678,Restaurant and Pizza Place,25,40
Papa John's Pizza,2904 Wake Forest Rd,Raleigh,US,North Carolina,35.820534,-78.623111,Restaurant and Pizza Place,0,25
Apart Pizza Company,5624 N Broadway St,Chicago,US,Illinois,41.984474,-87.660095,Italian Restaurant,0,25
Primos Chicago Pizza Pasta and Subs,816 W Van Buren St,Chicago,US,Illinois,41.87677029,-87.64841847,Traditional Pizza Place,0,25
Lina's Pizza,3132 S Morgan,Chicago,US,Illinois,41.836956,-87.65115232,Traditional Pizza Place,0,25
Beggers Pizza,8100 S Stony Island Ave,Chicago,US,Illinois,41.74784,-87.58587,Restaurant and Pizza Place,0,25
Dom and Vinnie's Restaurant,351 Saw Mill River Rd,Yonkers,US,New York,40.94877,-73.87673,Italian Restaurant,25,40
Papa John's Pizza,6628 Cermak Rd,Berwyn,US,Illinois,41.85072,-87.78993,Restaurant and Pizza Place,0,25
Tony D's New York Pizza Restaurant,8358 Point Meadows Dr,Jacksonville,US,Florida,30.2175,-81.52053,Restaurant and Pizza Place,0,25
Salvatore's Old Fashioned Pizzeria,55 S Main St,Fairport,US,New York,43.10002674,-77.44177696,Restaurant and Pizza Place,0,25
Donatos Pizza,920 N High St,Columbus,US,Ohio,39.981262,-83.00408,Restaurant and Pizza Place,25,40
Pats Pizza,220 S Philadelphia Blvd,Aberdeen,US,Maryland,39.50617686,-76.16617219,Italian Restaurant,25,40
Pepe's,640 Colvin Ave,Buffalo,US,New York,42.95816839,-78.859217,Traditional Pizza Place,0,25
Pasta Mia,325 E State St,South Elgin,US,Illinois,41.99416655,-88.2905105,Italian Restaurant,25,40
Matese Pizzeria,2615 Francis Lewis Blvd,Flushing,US,New York,40.7727,-73.79487,Restaurant and Pizza Place,0,25
Village Pizza,3233 Powelton Ave,Philadelphia,US,Pennsylvania,39.960509,-75.18915,American Restaurant,0,25
Scuola Vecchia Pizza E Vino,522 E Atlantic Ave,Delray Beach,US,Florida,26.4614,-80.06729,Italian Restaurant,25,40
Amalfi Pizzeria and Restaurant,197 Forest Ave,Glen Cove,US,New York,40.874176,-73.61867,Italian Restaurant,25,40
Bertolo's Pizza,120 Highway 14 Ste D,Simpsonville,US,South Carolina,34.75631,-82.26725,Restaurant and Pizza Place,0,25
The Red Elephant,1872 Thomasville Rd,Tallahassee,US,Florida,30.4645763,-84.27093029,American Restaurant,25,40
Rocco's,6415 Burden Blvd,Pasco,US,Washington,46.27084465,-119.1745377,Traditional Pizza Place,0,25
Ray's Pizzeria and Ice Cream Shoppe,5140 Sunset Blvd,Lexington,US,South Carolina,34.007224,-81.198213,Restaurant and Pizza Place,0,25
Evviva Pizzeria,1022 College Ave,Wheaton,US,Illinois,41.86899252,-88.09073687,Traditional Pizza Place,0,25
Top That! Pizza - Midtown Tulsa,5347 E 41st St,Tulsa,US,Oklahoma,36.10533976,-95.91561679,Traditional Pizza Place,25,40
Wally's Pizza,1860 E Wheeling Ave,Cambridge,US,Ohio,40.026986,-81.57295906,Traditional Pizza Place,0,25
Abby's Pizza,4804 Tieton Dr,Yakima,US,Washington,46.59229185,-120.5734884,American Restaurant,0,25
Campelli's Pizza,7480 Foothills Blvd,Roseville,US,California,38.77131,-121.31338,Restaurant and Pizza Place,0,25
Marco's Pizza,229 Furys Ferry Rd,Augusta,US,Georgia,33.51778,-82.05932,Restaurant and Pizza Place,0,25
Skippereno's,1604 W Grandview Blvd,Erie,US,Pennsylvania,42.08356203,-80.09611149,Italian Restaurant,25,40
Gondolier Italian Restaurant & Pizza,544 E Broadway Blvd,Jefferson City,US,Tennessee,36.12602386,-83.47029153,Italian Restaurant,0,25
Mama Rosa's Pizzeria,527 Washington St W,Charleston,US,West Virginia,38.36390177,-81.64335251,Traditional Pizza Place,0,25
Michelangelo's Pizza,928 US 64 Hwy W,Apex,US,North Carolina,35.74395,-78.82212,Restaurant and Pizza Place,0,25
Johnny's New York Style Pizza And Subs,2000 Mirror Lake Blvd,Villa Rica,US,Georgia,33.733805,-84.900134,Traditional Pizza Place,0,25
Johnny's New York Style Pizza,4880 Lower Roswell Rd,Marietta,US,Georgia,33.96596,-84.40928,Restaurant and Pizza Place,25,40
Carmine's Pizza,1565 W Main St,Lewisville,US,Texas,33.04275726,-97.0334175,Italian Restaurant,0,25
Grande Pizza Co.,3373 Sheridan St,Hollywood,US,Florida,26.03365408,-80.17721041,Traditional Pizza Place,0,25
Joe Friday's Brick Oven Pizza,101 Newnan Crossing Byp,Newnan,US,Georgia,33.393151,-84.76058485,Traditional Pizza Place,0,25
Paci's Pizza,2307 S Dale Mabry Hwy,Tampa,US,Florida,27.92461767,-82.50625544,Traditional Pizza Place,0,25
Magoo's California Pizza,4919 W 38th St,Indianapolis,US,Indiana,39.823238,-86.24306285,Restaurant and Pizza Place,0,25
Bono's Pizzeria,4500 Hampton Ave,Saint Louis,US,Missouri,38.5896711,-90.29440023,Traditional Pizza Place,0,25
Zesto Pizza,6024 Ridge Ave,Philadelphia,US,Pennsylvania,40.03231121,-75.21398513,Traditional Pizza Place,0,25
Streets of New York,16838 N 7th St,Phoenix,US,Arizona,33.6392,-112.0656,Restaurant and Pizza Place,25,40
L'il Ricci's - Highlands Ranch,44 Centennial Blvd,Littleton,US,Colorado,39.56196,-104.98794,Others,0,25
Mineo's Pizza,2128 Murray Ave,Pittsburgh,US,Pennsylvania,40.4328891,-79.9231777,Traditional Pizza Place,0,25
Nicks Italian Bistro,10810 N Tatum Blvd,Phoenix,US,Arizona,33.5849061,-111.9785464,Italian Restaurant,25,40
Double Dave's Pizza,7700 N 10th St,McAllen,US,Texas,26.272909,-98.21736574,Traditional Pizza Place,0,25
Buono's New York Style Pizza,2023 W Guadalupe Rd,Mesa,US,Arizona,33.36293641,-111.8774486,Restaurant and Pizza Place,0,25
The Garlic Knot,2553 S Colorado Blvd,Denver,US,Colorado,39.670606,-104.941363,Traditional Pizza Place,0,25
Gallaghers Place,8028 S Emerson Ave,Indianapolis,US,Indiana,39.650883,-86.08267,Traditional Pizza Place,0,25
Roman Coin Pizza,4900 Dodge St,Omaha,US,Nebraska,41.2597,-95.98789,Restaurant and Pizza Place,25,40
Giordano's Pizza,7105 Grand Ave,Gurnee,US,Illinois,42.385397,-87.97780216,Others,0,25
Fat Kats Pizzeria,3073 Paris Pike,Georgetown,US,Kentucky,38.216446,-84.530774,Traditional Pizza Place,0,25
Wannagettapizza,3200 S National Ave,Springfield,US,Missouri,37.154252,-93.276729,Traditional Pizza Place,0,25
Papa John's Pizza,1483 Madison St,Clarksville,US,Tennessee,36.52092632,-87.33135603,Traditional Pizza Place,0,25
U.S. Pizza Co.,3600 Highway 5,Benton,US,Arkansas,34.597916,-92.60228,Restaurant and Pizza Place,0,25
Luigi's Pizzeria Cafe,1633C Taylor Rd,Port Orange,US,Florida,29.14240536,-81.03634925,Restaurant and Pizza Place,0,25
Sal's Pizzeria,308 Main St,Dallas,US,Georgia,33.92274,-84.840521,Traditional Pizza Place,25,40
Ferrara Pizza & Pasta,4270 Minton Rd,Melbourne,US,Florida,28.03679,-80.67277,Restaurant and Pizza Place,0,25
Vito's Pizza,3130 W Central Ave,Toledo,US,Ohio,41.6777,-83.62032831,Restaurant and Pizza Place,0,25
Cagney's Pizza King,33 E Broadway St,Shelbyville,US,Indiana,39.52263,-85.77574,Restaurant and Pizza Place,0,25
Dino's Pizza,6391 Westminster Blvd,Westminster,US,California,33.75984732,-118.0177975,Italian Restaurant,0,25
Singas Famous Pizza,2500 Central Park Ave,Yonkers,US,New York,40.98249,-73.82846,Restaurant and Pizza Place,0,25
Papa John's Pizza,2844 Verot School Rd,Lafayette,US,Louisiana,30.14156,-92.03255,Restaurant and Pizza Place,0,25
The Upper Crust,97 Sea Island Pkwy,Beaufort,US,South Carolina,32.417544,-80.656294,Italian Restaurant,0,25
Pizano's Pizza,95 N Sierra St,Reno,US,Nevada,39.52523,-119.81442,Others,0,25
Little Caesars Pizza,3601 Edison Rd,South Bend,US,Indiana,41.69524,-86.19735,Restaurant and Pizza Place,0,25
Tommy Chicago's Pizzeria,730 Main St,Saint Paul,US,Minnesota,44.88429,-93.12089,Restaurant and Pizza Place,25,40
Padington's Pizza,410 Pine St NE,Salem,US,Oregon,44.96198,-123.02982,Restaurant and Pizza Place,0,25
Papa John's Pizza,411 W Martin Luther King Jr Blvd,Austin,US,Texas,30.2814,-97.7421,Restaurant and Pizza Place,0,25
Buzzy's Pizza Emporium,414 Water St,Eau Claire,US,Wisconsin,44.8023,-91.508,Restaurant and Pizza Place,0,25
Franks Original Pizza Italia,768 Castle Hill Ave,Bronx,US,New York,40.8227786,-73.84894464,Others,25,40
Palace Pizza Bartow,105 E Main St,Bartow,US,Florida,27.89632517,-81.84310734,Italian Restaurant,0,25
Sgt. Pepperoni's,4120 Woodward Ave,Detroit,US,Michigan,42.35114625,-83.06025004,Traditional Pizza Place,0,25
Grimaldi's Pizzeria,20 Waterway Ct,Spring,US,Texas,30.16019322,-95.45896053,Others,25,40
Papa John's Pizza,3100 Brooks St,Missoula,US,Montana,46.8423,-114.0271,Restaurant and Pizza Place,0,25
Pizza Lounge,301 Main St,Huntington Beach,US,California,33.659634,-117.999886,Italian Restaurant,25,40
Papas Pizza,1700 W 11th Ave,Eugene,US,Oregon,44.0474,-123.11849,Restaurant and Pizza Place,0,25
Papa's Pub & Pizzaria,508 Garrison Ave,Fort Smith,US,Arkansas,35.38754068,-94.42610928,Others,0,25
Fatte Albert's,110 E 7th St,Hanford,US,California,36.3267754,-119.6453331,Traditional Pizza Place,0,25
Brooklyn Pie Co.,2711 La Frontera Blvd,Round Rock,US,Texas,30.48033763,-97.68489361,Restaurant and Pizza Place,0,25
Chicago's Gourmet Pizza,8308 Preston Rd,Plano,US,Texas,33.09137035,-96.80370489,Traditional Pizza Place,0,25
Painturo's,430 Long Hollow Pike,Goodlettsville,US,Tennessee,36.330383,-86.698296,Restaurant and Pizza Place,0,25
zpizza,111 S Broadway,Rochester,US,Minnesota,44.02239,-92.46348,Restaurant and Pizza Place,0,25
Lucas Pizza,1024 N Shadeland Ave,Indianapolis,US,Indiana,39.78234944,-86.04599695,Traditional Pizza Place,0,25
Via Roma,1230 Sunset Blvd,Rocklin,US,California,38.810996,-121.284735,Italian Restaurant,0,25
NYPD Pizza,2580 W Chandler Blvd,Chandler,US,Arizona,33.30693154,-111.8855488,Traditional Pizza Place,0,25
